Name	Sex	Korean	Math	English
Park	M	86	61	76
Kim	M	75	72	60
Kim	M	83	74	80
Park	M	81	65	60
Kim	F	99	33	67
Park	M	92	67	59
Hong	M	79	35	55
Park	M	77	57	71
Hong	M	72	73	58
Hong	F	89	67	62
Hong	F	59	52	61
Hong	F	70	58	71
Choi	F	98	31	83
Park	F	72	80	54
Hong	M	76	41	59
Choi	F	88	71	73
Hong	F	77	58	75
Hong	M	83	58	59
Hong	F	79	47	66
Choi	M	77	66	62
Choi	F	80	78	83
Kim	F	65	77	54
Kim	F	80	58	54
Hong	F	79	61	68
Choi	M	80	69	80
Choi	M	57	86	76
Hong	M	83	35	78
Kim	M	93	62	65
Choi	M	89	48	65
Park	M	81	80	61
Park	M	85	37	79
Park	M	95	8	83
Kim	F	91	66	54
Hong	M	80	53	87
Choi	M	100	51	81
Park	F	73	75	53
Choi	M	74	46	84
Hong	F	78	50	75
Hong	M	92	68	49
Choi	M	71	49	64
Hong	F	72	59	62
Park	M	81	89	63
Hong	F	97	42	88
Hong	F	68	62	69
Choi	F	84	54	62
Choi	M	81	66	63
Park	F	100	66	63
Choi	M	79	53	69
Choi	F	64	36	51
Park	F	85	60	76
Kim	F	74	67	53
Hong	F	84	55	62
Hong	F	83	50	70
Park	F	69	53	64
Kim	F	93	43	67
Choi	M	75	36	85
Choi	F	71	100	74
Hong	F	79	68	63
Hong	M	84	55	73
Choi	F	94	55	62
Park	F	83	23	76
Park	F	75	87	64
Choi	M	62	46	63
Choi	F	80	90	68
Hong	F	74	71	71
Park	F	87	40	69
Hong	M	80	67	78
Park	F	81	38	81
Park	M	77	27	72
Kim	F	78	54	82
Kim	F	93	56	62
Park	F	66	67	70
Park	F	75	56	73
Park	M	82	53	66
Choi	M	69	50	57
Choi	F	95	35	68
Park	M	92	48	72
Kim	M	76	80	79
Hong	F	81	57	65
Kim	F	71	39	78
Choi	F	84	80	68
Hong	M	87	39	61
Kim	M	73	60	74
Choi	M	80	45	52
Kim	M	88	48	65
Choi	M	81	58	43
Kim	F	81	78	80
Kim	M	79	65	62
Kim	M	65	61	73
Park	F	91	22	61
Park	F	100	55	54
Choi	F	83	47	81
Park	M	79	56	77
Choi	F	100	91	74
Hong	M	69	57	63
Park	M	89	39	87
Park	F	74	69	73
Choi	F	97	76	84
Hong	F	77	44	80
Kim	F	84	46	74
Hong	M	83	60	80
Hong	M	75	46	63
Kim	M	89	53	74
Kim	F	76	40	82
Choi	F	73	56	56
Park	M	81	58	64
Park	F	76	86	71
Kim	F	85	62	72
Choi	F	90	25	71
Hong	M	77	27	69
Park	M	69	80	54
Kim	F	90	69	66
Hong	M	81	90	84
Kim	M	95	44	71
Park	M	68	57	59
Choi	M	99	84	69
Kim	M	71	44	60
Hong	F	88	62	64
Hong	F	74	52	70
Hong	M	78	69	66
Choi	F	84	72	62
Kim	F	77	65	70
Hong	M	79	88	55
Park	M	59	20	58
Park	M	74	51	52
Hong	F	87	33	72
Park	F	78	28	75
Kim	F	82	74	61
Choi	F	82	57	78
Kim	M	81	48	63
Park	F	77	77	73
Choi	F	75	62	72
Hong	F	86	55	79
Kim	F	100	89	72
Kim	M	56	67	75
Hong	M	73	55	79
Kim	M	72	4	74
Hong	F	84	59	69
Kim	F	77	59	88
Park	F	82	69	65
Kim	F	83	54	80
Kim	F	85	56	68
Kim	M	78	64	73
Choi	F	69	51	79
Park	F	72	47	66
Kim	F	74	74	63
Park	M	84	91	64
Choi	F	83	45	76
Hong	F	90	75	48
Hong	M	80	64	48
Hong	F	61	96	67
Choi	M	85	32	71
Kim	M	79	68	60
Kim	M	78	22	69
Hong	F	78	72	81
Choi	F	81	44	93
Park	M	67	88	76
Hong	M	95	59	74
Hong	M	74	58	72
Choi	F	82	34	59
Choi	M	86	21	80
Choi	F	85	100	73
Park	F	75	38	48
Park	M	66	14	77
Choi	F	92	87	66
Choi	M	88	64	61
Kim	F	60	61	81
Hong	M	68	26	84
Choi	F	95	26	59
Kim	M	86	59	76
Park	F	72	75	70
Park	M	71	77	72
Park	F	87	64	56
Park	F	80	51	76
Choi	F	76	46	59
Kim	F	95	50	86
Kim	M	62	69	75
Park	F	76	71	80
Choi	F	73	46	82
Choi	F	71	73	77
Choi	F	70	50	78
Choi	M	86	41	80
Park	M	83	59	78
Kim	F	76	48	83
Park	F	84	58	86
Choi	F	69	61	69
Choi	F	81	58	84
Kim	F	86	64	57
Kim	M	71	49	55
Choi	F	88	31	57
Choi	M	81	46	84
Choi	F	71	49	77
Hong	M	78	64	82
Park	F	80	59	69
Park	M	78	51	74
Park	F	75	47	69
Kim	M	70	65	71
Choi	M	74	69	75
Park	F	100	66	73
Hong	F	70	44	63
Hong	M	88	33	63
Hong	F	88	67	76
Hong	F	89	83	64
Choi	M	69	74	65
Choi	F	78	59	73
Hong	F	88	56	73
Hong	M	79	57	72
Park	F	80	52	70
Choi	F	62	49	66
Hong	M	72	40	66
Park	M	79	44	79
Hong	F	79	56	68
Hong	F	63	57	94
Hong	F	82	62	67
Choi	F	89	31	74
Park	F	76	70	72
Hong	F	63	65	78
Park	F	89	48	70
Hong	M	84	76	86
Hong	M	80	43	69
Kim	F	83	22	77
Choi	F	83	80	69
Hong	F	91	94	74
Hong	F	67	55	80
Hong	F	80	13	63
Park	F	81	45	60
Hong	F	63	81	83
Kim	M	90	52	74
Hong	F	93	94	91
Hong	M	83	61	69
Kim	F	70	57	63
Choi	F	79	62	68
Kim	F	73	76	72
Choi	F	75	80	56
Park	F	74	43	85
Hong	F	81	76	56
Choi	F	91	52	63
Choi	M	86	100	59
Kim	F	66	31	61
Kim	F	77	64	57
Park	M	100	57	68
Hong	M	78	44	80
Park	F	67	35	86
Choi	F	84	80	77
Park	M	80	44	78
Park	M	81	19	64
Park	F	100	43	66
Choi	M	85	88	62
Park	F	81	58	72
Park	F	88	70	62
Park	F	73	100	60
Choi	F	85	71	55
Hong	F	99	65	68
Hong	M	81	65	66
Park	F	85	18	75
Hong	F	70	24	75
Choi	F	83	32	77
Kim	F	87	73	55
Kim	M	79	70	73
Park	F	90	71	62
Hong	F	65	100	65
Kim	M	93	54	55
Park	M	99	76	73
Hong	M	79	74	74
Park	F	69	48	75
Kim	M	86	68	73
Hong	F	68	68	58
Choi	M	94	41	65
Park	F	74	87	76
Hong	F	87	99	76
Hong	M	77	60	79
Kim	F	97	81	72
Choi	M	91	20	68
Park	F	78	63	58
Park	M	84	67	58
Kim	M	96	67	79
Kim	F	89	43	53
Park	F	80	63	85
Kim	F	78	88	57
Park	M	72	83	73
Hong	F	90	40	64
Choi	F	74	51	71
Park	F	91	41	54
Kim	F	70	54	66
Park	M	65	45	72
Hong	M	78	66	68
Kim	F	64	70	68
Hong	F	78	50	65
Park	M	87	71	86
Park	M	82	73	73
Kim	F	95	48	74
Hong	F	67	83	77
Choi	M	81	66	73
Park	F	78	84	61
Park	M	86	13	64
Kim	M	68	60	85
Hong	M	77	73	76
Choi	M	71	41	59
Hong	F	84	44	78
Park	F	66	70	74
Kim	F	67	85	60
Park	M	75	44	65
Park	F	89	78	70
Kim	M	85	72	62
Kim	F	89	72	82
Hong	M	81	37	89
Hong	M	69	52	87
Kim	F	87	89	71
Choi	M	82	55	75
Hong	M	85	78	77
Choi	F	76	49	98
Park	F	77	60	78
Hong	F	93	50	64
Choi	F	81	71	64
Park	F	73	60	78
Park	F	96	65	71
Park	M	77	57	56
Park	F	81	64	74
Kim	M	83	70	56
Hong	M	73	42	62
Choi	F	84	61	71
Park	F	82	46	54
Kim	M	89	45	74
Park	M	80	27	67
Kim	F	69	93	76
Park	M	100	79	83
Park	M	75	45	62
Hong	F	72	75	68
Kim	F	81	34	51
Choi	M	100	65	67
Kim	F	67	62	61
Choi	M	84	55	70
Choi	F	83	19	72
Kim	M	79	58	78
Choi	F	90	37	72
Park	M	81	52	81
Hong	F	79	81	73
Kim	M	74	47	64
Park	F	72	41	64
Kim	M	84	75	69
Hong	M	93	70	69
Park	M	78	89	89
Choi	M	82	53	64
Park	M	63	36	85
Park	F	100	57	72
Choi	F	81	55	77
Kim	F	83	67	72
Park	F	76	57	82
Park	M	81	78	69
Choi	M	89	86	71
Choi	F	78	82	70
Choi	M	73	66	63
Kim	M	68	45	87
Park	F	86	34	58
Park	F	75	75	82
Park	F	79	71	55
Park	F	78	67	75
Choi	F	94	62	74
Park	F	70	39	67
Choi	F	68	58	76
Park	M	88	65	63
Choi	M	74	47	76
Hong	F	76	59	54
Kim	M	100	42	69
Park	M	68	68	80
Hong	F	81	48	69
Choi	F	85	79	61
Kim	F	66	93	71
Park	M	80	69	69
Hong	F	87	56	70
Choi	F	86	39	67
Park	M	84	73	71
Choi	F	62	48	80
Choi	M	69	34	88
Park	F	85	31	61
Choi	F	86	50	70
Park	M	84	83	77
Hong	M	92	51	68
Park	F	88	63	75
Hong	M	84	58	77
Choi	M	74	45	77
Park	M	61	26	83
Park	F	84	60	72
Choi	F	90	59	71
Park	F	78	82	67
Park	F	91	82	88
Kim	F	52	35	65
Kim	M	78	76	61
Kim	M	57	67	86
Kim	M	85	58	91
Kim	F	94	61	74
Choi	F	71	84	74
Hong	M	87	73	59
Choi	F	95	66	67
Choi	M	84	52	72
Park	F	82	56	78
Park	F	99	57	68
Hong	M	70	40	72
Park	M	82	64	66
Kim	F	100	14	80
Choi	F	69	91	65
Kim	M	75	55	67
Hong	M	97	71	53
Hong	F	75	73	58
Park	M	98	61	87
Hong	F	82	70	73
Hong	M	87	66	70
Kim	M	86	56	75
Choi	F	85	85	69
Kim	F	82	67	77
Kim	F	68	55	81
Hong	F	66	63	71
Choi	M	85	34	60
Hong	F	100	71	80
Park	F	81	88	68
Choi	M	67	67	78
Kim	M	68	27	83
Park	M	76	48	71
Park	M	74	51	55
Kim	M	74	61	59
Kim	F	70	100	61
Choi	M	85	64	75
Hong	M	66	78	76
Hong	F	81	66	71
Choi	M	64	52	53
Kim	M	83	48	73
Kim	F	84	81	69
Park	M	79	68	70
Hong	M	77	81	51
Hong	F	85	74	67
Hong	M	83	36	61
Choi	F	92	61	83
Choi	M	89	84	64
Park	M	81	53	66
Kim	F	84	76	69
Kim	F	84	66	76
Park	F	93	52	69
Kim	M	63	92	65
Choi	M	84	75	83
Kim	M	87	36	69
Kim	M	83	77	68
Park	F	71	30	61
Choi	F	78	8	64
Park	M	86	70	75
Hong	M	89	58	57
Hong	F	68	76	72
Kim	F	77	62	82
Hong	F	72	27	70
Hong	F	66	35	70
Choi	M	91	56	71
Park	F	77	57	61
Hong	F	90	78	71
Choi	M	85	85	68
Kim	F	95	88	83
Hong	M	63	76	78
Hong	M	67	76	43
Kim	F	81	67	64
Park	M	87	57	60
Hong	M	63	51	83
Kim	M	95	56	79
Hong	M	75	53	73
Kim	F	77	63	66
Park	M	74	72	79
Kim	M	65	52	78
Hong	M	68	42	69
Hong	F	78	57	89
Choi	M	70	59	90
Hong	F	66	66	43
Park	M	88	70	79
Hong	M	99	66	74
Choi	F	86	100	89
Park	M	93	98	76
Park	M	82	50	53
Choi	M	85	49	83
Kim	F	81	45	67
Choi	M	68	27	59
Choi	F	97	67	59
Kim	F	79	47	59
Choi	M	77	41	74
Kim	M	84	80	75
Kim	M	91	76	62
Park	F	84	58	72
Hong	F	95	42	73
Park	M	80	55	70
Park	F	64	51	74
Hong	M	93	75	77
Kim	F	93	34	74
Hong	F	99	41	88
Park	F	89	63	82
Kim	M	67	51	66
Kim	M	75	55	91
Choi	F	92	41	72
Hong	M	80	48	58
Hong	M	74	76	61
Choi	M	100	48	76
Kim	M	80	32	71
Hong	F	82	91	79
Choi	M	86	71	83
Hong	F	78	100	96
Park	M	78	61	71
Hong	M	82	47	67
Choi	M	78	27	66
Hong	F	75	74	61
Hong	M	75	75	60
Hong	M	98	86	37
Kim	M	78	52	72
Hong	M	82	68	74
Kim	F	93	49	66
Kim	M	100	62	60
Kim	M	64	80	75
Kim	F	63	58	69
Kim	F	78	33	62
Hong	F	70	72	82
Kim	F	71	91	63
Kim	F	96	73	79
Park	M	81	19	75
Hong	M	95	40	65
Choi	M	82	70	77
Kim	F	81	69	72
Kim	F	79	67	61
Park	M	82	80	75
Kim	M	89	35	62
Choi	M	84	63	75
Kim	M	93	70	81
Kim	M	86	34	80
Kim	M	89	77	67
Kim	M	87	89	82
Hong	F	90	70	78
Kim	M	79	42	82
Hong	M	84	69	75
Kim	F	68	46	46
Choi	F	67	42	58
Choi	M	89	41	81
Kim	F	83	79	76
Kim	M	89	56	73
Hong	F	67	72	82
Kim	F	81	93	69
Park	F	77	80	62
Park	F	81	55	66
Kim	F	90	82	66
Choi	M	78	61	64
Choi	F	71	40	70
Kim	M	75	45	61
Park	F	91	49	68
Hong	M	68	61	76
Park	F	76	45	69
Park	M	81	27	57
Choi	M	88	69	70
Park	M	87	100	76
Choi	F	77	62	57
Choi	F	84	76	73
Park	F	80	80	62
Kim	F	73	69	72
Hong	F	84	85	68
Kim	M	89	69	71
Hong	M	89	79	52
Choi	M	58	25	78
Kim	M	56	87	61
Hong	M	84	26	72
Choi	F	73	55	84
Park	F	80	56	46
Choi	F	61	73	76
Park	F	89	82	50
Kim	F	86	61	65
Park	F	85	45	83
Hong	M	87	44	53
Kim	M	84	53	60
Kim	M	91	75	66
Choi	F	94	55	72
Park	F	72	43	75
Hong	F	76	36	57
Park	M	75	59	52
Choi	F	61	50	61
Choi	M	79	35	42
Choi	M	83	50	73
Choi	M	86	77	80
Park	M	80	63	69
Park	F	84	76	75
Kim	F	100	32	63
Park	F	63	37	77
Hong	M	80	72	62
Kim	F	98	53	79
Choi	M	72	51	57
Kim	F	90	83	58
Kim	F	70	72	62
Choi	F	66	29	68
Choi	F	84	58	73
Choi	M	64	51	60
Choi	M	88	42	68
Kim	F	73	42	82
Park	F	81	30	60
Hong	M	64	45	77
Hong	M	87	78	78
Kim	F	67	73	68
Hong	M	88	64	73
Hong	M	81	73	81
Kim	M	72	80	84
Choi	M	92	75	68
Kim	M	95	77	64
Kim	F	78	85	55
Hong	M	92	30	76
Choi	F	78	78	85
Choi	M	79	79	59
Park	F	92	40	59
Kim	M	61	37	78
Hong	M	81	69	63
Park	M	80	85	70
Hong	M	100	40	64
Choi	F	81	42	75
Hong	M	58	21	71
Kim	F	87	14	72
Choi	F	86	53	72
Park	M	82	89	67
Choi	F	78	51	53
Hong	M	95	27	79
Kim	F	77	59	62
Hong	F	82	58	57
Kim	M	100	62	80
Kim	M	63	39	59
Choi	F	96	51	56
Kim	F	89	78	64
Hong	F	83	66	75
Kim	F	74	46	70
Kim	F	96	66	66
Park	M	81	71	60
Park	M	69	63	66
Hong	M	63	87	77
Hong	M	65	41	71
Choi	M	90	68	81
Choi	M	92	75	59
Choi	M	91	53	56
Hong	M	88	87	81
Park	M	70	46	59
Hong	M	75	49	80
Choi	F	76	66	71
Choi	F	80	27	66
Choi	M	77	58	66
Park	M	95	54	79
Choi	M	96	42	63
Choi	M	98	63	76
Park	F	69	72	75
Hong	M	80	64	72
Choi	M	86	53	58
Hong	F	74	62	66
Choi	M	87	47	53
Hong	F	77	63	90
Choi	M	69	70	68
Park	F	65	54	73
Kim	F	76	54	73
Hong	M	83	29	52
Park	F	75	66	67
Hong	F	86	72	63
Hong	F	100	63	65
Kim	F	69	1	77
Choi	F	60	52	74
Park	M	73	100	70
Park	F	79	75	58
Park	M	63	64	65
Choi	M	81	63	57
Hong	F	84	80	64
Kim	F	79	41	71
Choi	M	75	49	44
Hong	F	100	38	95
Park	M	88	75	72
Kim	F	83	67	86
Park	F	61	50	88
Choi	M	83	36	65
Choi	M	82	58	67
Kim	F	84	44	80
Hong	M	75	63	60
Park	M	87	81	77
Hong	F	71	54	75
Kim	F	85	57	99
Kim	M	92	44	83
Hong	F	87	72	72
Park	M	74	42	68
Choi	F	79	54	61
Choi	F	77	59	60
Kim	M	64	54	59
Park	M	83	91	76
Park	F	88	57	55
Choi	F	64	50	78
Choi	M	100	64	70
Park	M	93	66	61
Park	F	81	51	61
Park	F	65	41	73
Park	F	59	77	79
Kim	M	78	34	78
Hong	F	70	56	66
Park	F	93	37	66
Choi	F	70	55	78
Park	F	85	78	72
Park	M	65	45	80
Hong	M	86	95	72
Hong	F	73	89	82
Kim	M	94	46	58
Kim	M	90	38	85
Park	M	59	75	57
Park	F	87	50	70
Park	F	77	59	76
Choi	M	71	71	88
Hong	F	77	22	74
Choi	F	74	41	73
Park	M	74	95	68
Choi	M	85	82	80
Park	M	79	77	84
Park	M	91	19	84
Kim	F	93	64	68
Choi	M	92	80	64
Park	M	78	66	67
Kim	M	86	49	67
Hong	M	82	76	65
Hong	F	78	39	86
Hong	F	91	64	70
Choi	M	100	39	63
Kim	F	77	41	81
Choi	F	80	79	73
Hong	F	88	65	59
Kim	M	68	58	76
Park	M	74	62	66
Choi	M	100	71	53
Park	M	70	61	75
Kim	M	86	58	67
Choi	M	86	60	87
Hong	F	82	44	68
Choi	M	83	71	69
Choi	F	79	23	60
Park	M	82	59	58
Kim	M	83	64	71
Choi	F	83	69	77
Park	M	75	43	49
Park	F	84	55	78
Choi	M	74	82	76
Park	M	82	42	67
Hong	M	89	61	62
Hong	F	75	81	55
Kim	M	90	37	65
Choi	F	73	88	54
Hong	M	83	88	73
Choi	M	56	86	67
Park	F	65	55	69
Park	M	79	24	61
Choi	M	85	66	51
Hong	F	77	79	77
Choi	F	80	74	67
Park	M	81	69	78
Choi	M	82	73	70
Kim	F	55	66	80
Choi	F	63	75	63
Hong	F	86	46	69
Kim	F	80	22	49
Choi	F	65	58	58
Choi	F	80	64	78
Park	F	82	55	57
Choi	M	84	27	67
Choi	M	68	100	66
Hong	F	80	51	80
Park	F	79	39	68
Choi	M	76	75	73
Park	F	86	79	55
Choi	F	76	100	60
Hong	M	68	98	76
Park	M	81	52	63
Hong	F	79	36	65
Choi	M	67	100	54
Kim	F	100	41	72
Choi	M	81	88	52
Park	F	90	100	74
Park	M	67	64	81
Park	M	97	32	71
